,price,neighbourhood_cleansed,latitude,longitude,room_type,bedrooms,bathrooms_number,accommodates,host_is_superhost,host_listings_count,host_response_rate,review_scores_rating,review_scores_cleanliness,number_of_reviews,reviews_per_month,minimum_nights,availability_365,instant_bookable,Shared_bath_status,host_tenure_years,amenities_count,region_geo,region_median_price,above_local_median
2837,,Karl-Marx-Allee-Nord,52.52247,13.43648,Entire home/apt,2.0,1.0,5,False,4.0,,5.0,5.0,2,0.02,92,0,False,False,12.0,10.0,Karl-Marx-Allee Nord,102.0,False
2838,,Frankfurter Allee Süd FK,52.50853,13.46623,Private room,,1.0,2,False,1.0,,5.0,4.0,1,0.01,92,0,False,True,12.0,4.0,Frankfurter Allee Süd FK,108.0,False
2839,,Neuköllner Mitte/Zentrum,52.47794,13.43215,Private room,,1.0,2,False,1.0,,5.0,5.0,3,0.03,92,0,True,True,12.0,9.0,Neuköllner Mitte/Zentrum,93.0,False
2840,156.0,Regierungsviertel,52.50971,13.39064,Entire home/apt,1.0,1.0,3,True,7.0,100%,4.84,4.91,113,1.09,3,80,False,False,14.0,27.0,Regierungsviertel,159.0,False
2841,105.0,Kurfürstendamm,52.50459,13.30644,Entire home/apt,2.0,1.5,3,False,3.0,,5.0,5.0,9,0.09,182,236,False,False,9.0,56.0,Altstadt Köpenick,138.0,False
2842,,Frankfurter Allee Süd FK,52.50583,13.46832,Entire home/apt,1.0,1.0,4,False,1.0,,5.0,5.0,2,0.03,92,0,False,False,11.0,10.0,Frankfurter Allee Süd FK,108.0,False
2843,,Tempelhofer Vorstadt,52.48628,13.40718,Private room,,1.0,2,False,1.0,,5.0,5.0,1,0.01,92,0,True,False,12.0,6.0,Tempelhofer Vorstadt,97.5,False
2844,238.0,Südliche Friedrichstadt,52.49899,13.38622,Entire home/apt,2.0,1.0,3,True,1.0,100%,4.92,4.85,75,0.73,4,67,False,False,9.0,27.0,Südliche  Friedrichstadt,125.0,True
2845,79.0,Prenzlauer Berg Nord,52.55343,13.41656,Entire home/apt,1.0,1.0,2,True,2.0,100%,4.81,4.85,314,3.01,2,67,False,False,8.0,30.0,Prenzlauer Berg Nord,113.5,False
2846,163.0,Regierungsviertel,52.50971,13.39064,Entire home/apt,1.0,1.0,3,True,7.0,100%,4.84,4.97,92,0.9,3,85,False,False,14.0,20.0,Regierungsviertel,159.0,True
2847,271.0,Schillerpromenade,52.47572,13.42255,Entire home/apt,3.0,1.5,10,True,14.0,100%,4.95,4.89,442,4.22,2,293,True,False,14.0,56.0,Schillerpromenade,98.5,True
2848,50.0,West 2,52.62002,13.22691,Private room,2.0,1.0,4,False,2.0,100%,4.9,4.89,134,1.28,3,243,False,True,9.0,63.0,West 2 - Heiligensee/Konradshöhe,72.0,False
2849,60.0,Schloß Charlottenburg,52.51786,13.29357,Private room,1.0,2.0,2,False,17.0,,4.44,4.38,564,5.41,1,355,True,True,8.0,23.0,Schloss Charlottenburg,66.0,False
2850,64.0,Osloer Straße,52.55865,13.38725,Entire home/apt,0.0,1.0,2,False,1.0,100%,4.7,4.57,326,3.15,3,251,False,False,13.0,20.0,Osloer Straße,85.0,False
2851,,Wedding Zentrum,52.54875,13.36402,Private room,,1.0,2,False,1.0,,5.0,5.0,6,0.07,92,0,False,True,9.0,34.0,Wedding Zentrum,91.0,False
2852,66.0,Südliche Friedrichstadt,52.50001,13.41432,Private room,1.0,1.0,2,True,2.0,100%,4.93,4.94,133,1.32,2,103,False,True,12.0,41.0,Südliche  Friedrichstadt,125.0,False
2853,,Tempelhofer Vorstadt,52.49264,13.39806,Private room,,2.0,3,False,1.0,,4.75,4.75,4,0.04,92,0,False,True,10.0,10.0,Tempelhofer Vorstadt,97.5,False
2854,86.0,Frankfurter Allee Süd FK,52.51496,13.45874,Entire home/apt,1.0,1.0,2,False,2.0,,,,0,,92,358,False,False,11.0,27.0,Frankfurter Allee Süd FK,108.0,False
2855,163.0,Regierungsviertel,52.50974,13.39119,Entire home/apt,2.0,1.0,4,True,7.0,100%,4.77,4.92,209,2.02,3,60,False,False,14.0,23.0,Regierungsviertel,159.0,True
2856,,Friedenau,52.47386,13.33674,Private room,,1.0,1,False,1.0,,4.86,4.95,101,0.97,3,0,False,True,9.0,37.0,Friedenau Ost,110.0,False
2857,144.0,Prenzlauer Berg Südwest,52.5396,13.41304,Entire home/apt,3.0,2.0,5,False,1.0,,4.92,4.64,36,0.35,92,358,False,False,9.0,38.0,Prenzlauer Berg Südwest,144.0,False
2858,125.0,Tempelhof,52.45695,13.37716,Entire home/apt,1.0,1.0,2,True,51.0,98%,4.46,4.38,13,0.13,29,171,False,False,12.0,26.0,Tempelhof Nord,101.5,True
2859,,Alexanderplatz,52.52352960332743,13.390556793548996,Entire home/apt,2.0,1.5,4,False,1.0,100%,4.73,4.7,119,1.16,3,0,False,False,8.0,29.0,Alexanderplatz,142.0,False
2860,229.0,Tempelhofer Vorstadt,52.49362,13.41258,Entire home/apt,2.0,1.0,6,True,2.0,100%,4.87,4.83,76,0.74,2,16,False,False,9.0,54.0,Tempelhofer Vorstadt,97.5,True
2861,71.0,Schöneberg-Nord,52.49829,13.34028,Private room,1.0,1.0,1,True,1.0,100%,4.83,4.71,103,1.0,3,174,False,True,10.0,48.0,Schöneberg Nordost,85.0,False
2862,,Wedding Zentrum,52.54013,13.35716,Private room,,1.0,2,False,1.0,,4.65,4.4,20,0.19,92,0,False,True,10.0,23.0,Wedding Zentrum,91.0,False
2863,,Düsseldorfer Straße,52.49705,13.31424,Entire home/apt,3.0,1.0,6,False,1.0,,4.67,5.0,6,0.06,92,0,False,False,8.0,12.0,Altstadt Köpenick,110.0,False
2864,,Schöneberg-Süd,52.48055,13.36192,Private room,,1.0,1,False,1.0,,4.63,4.13,8,0.08,300,87,False,False,9.0,3.0,Schöneberg Südost,103.0,False
2865,213.0,Schillerpromenade,52.47342,13.42719,Entire home/apt,3.0,1.0,8,True,1.0,100%,4.67,4.61,398,3.83,3,140,False,False,13.0,30.0,Schillerpromenade,98.5,True
2866,118.0,nördliche Luisenstadt,52.50121,13.41705,Entire home/apt,1.0,1.0,4,False,10.0,93%,4.78,4.65,274,2.66,2,60,False,False,14.0,18.0,Nördliche Luisenstadt,97.0,True
2867,107.0,nördliche Luisenstadt,52.50095,13.41748,Entire home/apt,0.0,1.0,3,False,10.0,93%,4.74,4.7,253,2.46,2,49,False,False,14.0,18.0,Nördliche Luisenstadt,97.0,True
2868,59.0,Zehlendorf  Nord,52.44222,13.24521,Private room,1.0,1.0,2,False,2.0,83%,4.82,4.69,158,1.56,2,261,False,True,8.0,10.0,Zehlendorf Nord,84.0,False
2869,130.0,nördliche Luisenstadt,52.50095,13.41611,Entire home/apt,0.0,1.0,5,False,10.0,93%,4.74,4.63,358,3.47,2,58,False,False,14.0,18.0,Nördliche Luisenstadt,97.0,True
2870,,Moabit Ost,52.52614,13.36304,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,0,False,False,8.0,8.0,Moabit Ost,87.0,False
2871,272.0,Helmholtzplatz,52.54884,13.41474,Entire home/apt,3.0,2.0,12,True,4.0,100%,4.94,4.9,138,1.33,100,268,False,False,10.0,34.0,Helmholtzplatz,119.0,True
2872,,Rixdorf,52.47036,13.44308,Private room,,1.0,2,False,1.0,,4.5,3.5,2,0.02,92,0,True,True,9.0,7.0,Rixdorf,88.5,False
2873,,Tempelhofer Vorstadt,52.49199,13.38413,Private room,,1.0,2,False,1.0,,,,0,,92,0,True,False,12.0,10.0,Tempelhofer Vorstadt,97.5,False
2874,,Tempelhofer Vorstadt,52.49313,13.3819,Private room,,1.5,2,False,2.0,,4.31,3.94,36,0.35,92,0,False,True,11.0,20.0,Tempelhofer Vorstadt,97.5,False
2875,130.0,Kantstraße,52.5075,13.31913,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.8,4.87,15,0.15,7,249,False,False,8.0,15.0,Altstadt Köpenick,100.0,True
2876,,Reuterstraße,52.48952,13.42699,Private room,,1.0,1,False,1.0,,4.75,4.5,4,0.04,92,0,False,True,8.0,14.0,Reuterstraße,90.0,False
2877,,Friedenau,52.46796,13.34287,Private room,,1.0,2,False,1.0,,4.96,4.94,90,0.88,2,0,False,True,11.0,42.0,Friedenau Ost,110.0,False
2878,167.0,Frankfurter Allee Nord,52.51743,13.45493,Entire home/apt,3.0,1.0,6,False,4.0,80%,4.82,4.82,104,1.21,3,288,True,False,12.0,33.0,Frankfurter Allee Nord,104.5,True
2879,,Moabit Ost,52.52851,13.35336,Private room,,1.0,2,False,1.0,,4.78,5.0,9,0.09,92,0,False,True,9.0,20.0,Moabit Ost,87.0,False
2880,,Moabit West,52.52072,13.33349,Private room,,1.0,1,False,1.0,,4.96,4.96,74,0.71,32,0,False,True,8.0,23.0,Moabit West,92.0,False
2881,,nördliche Luisenstadt,52.5002,13.42703,Private room,,1.0,2,False,1.0,,5.0,4.5,2,0.02,92,0,False,True,8.0,10.0,Nördliche Luisenstadt,97.0,False
2882,35.0,Karlshorst,52.47736,13.51518,Private room,1.0,1.0,4,True,1.0,100%,4.8,4.55,40,0.38,1,18,False,True,12.0,6.0,Karlshorst,135.0,False
2883,,Prenzlauer Berg Südwest,52.54043960571289,13.411115646362305,Private room,,1.5,1,False,3.0,,4.85,4.88,33,0.32,5,0,False,True,11.0,46.0,Prenzlauer Berg Südwest,144.0,False
2884,76.0,Prenzlauer Berg Süd,52.5307,13.42921,Private room,1.0,1.0,1,False,1.0,100%,4.85,4.76,34,0.33,2,4,False,False,12.0,22.0,Prenzlauer Berg Süd,125.0,False
2885,81.0,Frankfurter Allee Nord,52.52059,13.45638,Private room,1.0,1.0,1,True,1.0,100%,4.97,4.93,58,0.56,4,40,False,False,9.0,37.0,Frankfurter Allee Nord,104.5,False
2886,125.0,Kantstraße,52.506813,13.313672,Private room,1.0,1.0,2,True,2.0,100%,4.96,4.7,46,1.07,1,337,False,False,8.0,32.0,Altstadt Köpenick,100.0,True
2887,,Pankow Süd,52.56444,13.41266,Private room,,1.0,2,False,1.0,,4.67,5.0,3,0.03,92,0,True,True,8.0,9.0,Pankow Süd,83.0,False
2888,,Brunnenstr. Süd,52.53787,13.37986,Entire home/apt,1.0,1.0,2,True,1.0,0%,4.93,4.98,192,1.85,92,176,False,False,8.0,24.0,Brunnenstraße Süd,145.5,False
2889,,Tempelhofer Vorstadt,52.48925,13.37992,Private room,2.0,1.0,4,False,2.0,,4.0,2.5,4,0.04,92,0,False,True,10.0,7.0,Tempelhofer Vorstadt,97.5,False
2890,,Schillerpromenade,52.47411,13.42632,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,0,False,False,10.0,8.0,Schillerpromenade,98.5,False
2891,,Parkviertel,52.5488,13.35241,Private room,,1.0,3,False,1.0,,,,0,,92,0,False,False,9.0,9.0,Parkviertel,72.0,False
2892,,Reuterstraße,52.48431,13.4316,Private room,,1.0,2,False,1.0,,5.0,5.0,1,0.01,92,0,False,False,9.0,7.0,Reuterstraße,90.0,False
2893,,südliche Luisenstadt,52.50003,13.44088,Entire home/apt,,1.0,3,False,1.0,,4.43,4.4,21,0.2,92,0,False,False,9.0,3.0,Südliche Luisenstadt,101.0,False
2894,,Tempelhofer Vorstadt,52.49175,13.41525,Private room,,1.0,2,False,2.0,,5.0,5.0,13,0.15,2,0,False,True,9.0,25.0,Tempelhofer Vorstadt,97.5,False
2895,,Prenzlauer Berg Nord,52.55184,13.41768,Entire home/apt,2.0,1.0,4,False,1.0,,5.0,4.67,3,0.03,92,0,False,False,11.0,18.0,Prenzlauer Berg Nord,113.5,False
2896,140.0,Tempelhofer Vorstadt,52.5006,13.37488,Entire home/apt,1.0,2.5,2,True,1.0,100%,5.0,4.86,22,0.67,2,166,False,False,9.0,48.0,Tempelhofer Vorstadt,97.5,True
2897,,Schillerpromenade,52.46827,13.4272,Entire home/apt,2.0,1.0,7,False,1.0,100%,4.96,4.42,24,0.24,5,0,False,False,13.0,15.0,Schillerpromenade,98.5,False
2898,105.0,Lankwitz,52.43392,13.33124,Private room,1.0,1.0,2,False,1.0,,,,0,,92,362,False,False,10.0,52.0,Lankwitz,70.0,True
2899,124.0,Mierendorffplatz,52.52465,13.29989,Entire home/apt,1.0,1.0,3,True,12.0,100%,4.8,4.77,151,1.5,1,238,False,False,11.0,64.0,Mierendorffplatz,99.0,True
2900,,Schillerpromenade,52.47591,13.42321,Entire home/apt,1.0,1.0,2,False,2.0,,,,0,,92,0,False,False,11.0,7.0,Schillerpromenade,98.5,False
2901,,Alexanderplatz,52.52695,13.3939,Entire home/apt,1.0,1.0,2,False,1.0,,4.77,4.86,35,0.34,92,0,False,False,11.0,11.0,Alexanderplatz,142.0,False
2902,,Rixdorf,52.47808,13.4475,Private room,,1.0,2,False,1.0,,4.88,4.71,52,0.5,2,0,False,True,8.0,51.0,Rixdorf,88.5,False
2903,,Pankow Zentrum,52.57459,13.42181,Entire home/apt,4.0,2.0,8,False,1.0,,5.0,4.33,3,0.03,92,0,False,False,10.0,14.0,Pankow Zentrum,115.0,False
2904,,Schillerpromenade,52.47435,13.42217,Private room,,1.0,2,False,2.0,,5.0,5.0,2,0.02,92,0,False,True,11.0,5.0,Schillerpromenade,98.5,False
2905,165.0,Neuköllner Mitte/Zentrum,52.4817156,13.4251887,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,4.96,24,0.84,4,264,False,False,11.0,56.0,Neuköllner Mitte/Zentrum,93.0,True
2906,,Wedding Zentrum,52.55021,13.35545,Private room,,1.0,2,False,1.0,,5.0,4.93,14,0.13,92,0,False,True,11.0,11.0,Wedding Zentrum,91.0,False
2907,,Neuköllner Mitte/Zentrum,52.48157,13.43153,Private room,,1.5,1,False,4.0,,4.75,4.55,20,0.19,200,0,True,True,12.0,11.0,Neuköllner Mitte/Zentrum,93.0,False
2908,131.0,Schillerpromenade,52.480920991732944,13.424202115380124,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.91,4.91,35,0.36,4,275,False,False,12.0,31.0,Schillerpromenade,98.5,True
2909,,Mierendorffplatz,52.52623,13.30765,Private room,,1.5,2,True,2.0,100%,4.86,4.57,7,0.07,5,0,False,True,11.0,22.0,Mierendorffplatz,99.0,False
2910,84.0,Moabit West,52.52402,13.33733,Entire home/apt,1.0,1.5,3,True,6.0,100%,4.73,4.64,198,1.98,2,72,True,False,14.0,14.0,Moabit West,92.0,False
2911,,Weißensee,52.55608,13.42924,Private room,,1.0,2,False,1.0,,4.93,4.96,75,0.72,5,0,False,True,13.0,18.0,Weißensee,94.5,False
2912,141.0,Moabit West,52.52402,13.33733,Entire home/apt,0.0,1.0,3,True,6.0,100%,4.77,4.65,217,2.09,2,70,True,False,14.0,21.0,Moabit West,92.0,True
2913,,Albrechtstr.,52.46222,13.33785,Private room,,2.0,3,False,1.0,,4.6,4.4,5,0.05,92,0,False,True,10.0,24.0,Albrechtstraße,86.0,False
2914,,Westend,52.51834,13.2801,Private room,1.0,1.5,2,False,1.0,,5.0,4.5,2,0.02,92,0,False,True,12.0,24.0,Westend,90.0,False
2915,,Neuköllner Mitte/Zentrum,52.47693,13.43911,Private room,,1.0,2,False,2.0,,4.86,4.14,7,0.07,92,0,False,True,8.0,16.0,Neuköllner Mitte/Zentrum,93.0,False
2916,,Frankfurter Allee Nord,52.515892028808594,13.459104537963867,Entire home/apt,1.0,1.0,2,True,2.0,100%,4.86,4.93,14,0.14,92,23,False,False,11.0,34.0,Frankfurter Allee Nord,104.5,False
2917,,Rixdorf,52.47302,13.45047,Private room,,1.0,3,False,1.0,,4.91,4.82,11,0.11,92,0,False,True,8.0,18.0,Rixdorf,88.5,False
2918,,südliche Luisenstadt,52.49587,13.43687,Private room,1.0,1.0,2,True,1.0,100%,4.99,5.0,114,1.26,2,39,False,True,10.0,52.0,Südliche Luisenstadt,101.0,False
2919,85.0,Karlshorst,52.48319,13.52928,Entire home/apt,1.0,1.0,2,False,2.0,100%,4.91,4.87,23,0.27,6,116,False,False,8.0,11.0,Karlshorst,135.0,False
2920,114.0,Regierungsviertel,52.50872,13.40398,Entire home/apt,1.0,1.0,3,True,1.0,100%,4.85,4.78,306,2.96,3,174,True,False,10.0,48.0,Regierungsviertel,159.0,False
2921,,nördliche Luisenstadt,52.49966,13.43154,Private room,,1.0,2,False,2.0,,4.97,4.7,33,0.32,92,0,False,False,11.0,12.0,Nördliche Luisenstadt,97.0,False
2922,,Zehlendorf  Südwest,52.46814,13.19162,Entire home/apt,2.0,1.0,4,False,1.0,,5.0,4.95,20,0.19,1,0,False,False,8.0,23.0,Zehlendorf Südwest,102.0,False
2923,,Neuköllner Mitte/Zentrum,52.4772,13.43644,Private room,2.0,1.5,1,False,2.0,,5.0,5.0,3,0.04,92,0,False,True,10.0,14.0,Neuköllner Mitte/Zentrum,93.0,False
2924,,Schöneberg-Nord,52.49356,13.36138,Entire home/apt,,1.0,2,False,1.0,,4.78,4.75,76,0.74,92,0,False,False,8.0,22.0,Schöneberg Nordost,85.0,False
2925,50.0,Schloß Charlottenburg,52.51631,13.29454,Private room,1.0,2.0,2,False,17.0,,4.6,4.53,188,1.83,1,345,True,True,8.0,22.0,Schloss Charlottenburg,66.0,False
2926,,Rixdorf,52.47101,13.44898,Private room,2.0,1.0,2,False,1.0,,,,0,,92,0,False,True,8.0,7.0,Rixdorf,88.5,False
2927,,Neuköllner Mitte/Zentrum,52.48168,13.43286,Private room,,1.5,1,False,4.0,,4.89,4.56,18,0.17,1000,0,False,False,12.0,14.0,Neuköllner Mitte/Zentrum,93.0,False
2928,,Frankfurter Allee Nord,52.51426,13.47298,Entire home/apt,3.0,1.5,6,False,1.0,,5.0,5.0,3,0.03,92,0,False,False,12.0,9.0,Frankfurter Allee Nord,104.5,False
2929,,Johannisthal,52.43437,13.51134,Private room,,1.0,1,True,2.0,100%,4.93,4.96,67,0.65,5,0,False,True,8.0,38.0,Johannisthal,69.0,False
2930,138.0,Helmholtzplatz,52.54544,13.42368,Entire home/apt,0.0,1.0,5,True,3.0,100%,4.95,4.96,182,1.78,2,107,False,False,10.0,39.0,Helmholtzplatz,119.0,True
2931,,Frankfurter Allee Nord,52.51606,13.46296,Private room,,1.0,2,False,1.0,,5.0,5.0,4,0.04,92,0,False,True,9.0,6.0,Frankfurter Allee Nord,104.5,False
2932,57.0,Schloß Charlottenburg,52.51789,13.2926,Private room,1.0,2.0,2,False,17.0,,4.54,4.56,368,3.58,1,354,True,False,8.0,23.0,Schloss Charlottenburg,66.0,False
2933,175.0,Prenzlauer Berg Südwest,52.53804,13.4105,Entire home/apt,1.0,1.0,4,True,3.0,100%,4.91,4.82,217,2.11,2,22,False,False,8.0,53.0,Prenzlauer Berg Südwest,144.0,True
2934,,Brunnenstr. Süd,52.53451,13.40435,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,4.67,3,0.03,92,0,False,False,12.0,14.0,Brunnenstraße Süd,145.5,False
2935,95.0,Moabit Ost,52.53113,13.35238,Entire home/apt,1.0,1.0,2,True,3.0,100%,4.79,4.78,67,0.65,90,365,False,False,14.0,14.0,Moabit Ost,87.0,True
2936,113.0,Parkviertel,52.54832,13.34811,Entire home/apt,3.0,1.5,8,True,6.0,100%,4.8,4.8,15,0.15,2,307,True,False,9.0,24.0,Parkviertel,72.0,True
2937,57.0,Biesdorf,52.52168,13.5529,Entire home/apt,1.0,1.0,2,True,1.0,100%,4.9,4.89,189,1.84,1,140,False,False,8.0,22.0,Biesdorf,79.5,False
2938,40.0,Otto-Suhr-Allee,52.50693,13.32631,Private room,0.0,1.0,2,False,1.0,0%,4.79,4.91,47,0.46,110,364,False,True,10.0,11.0,Otto-Suhr-Allee/Kantstraße,104.0,False
2939,,Neuköllner Mitte/Zentrum,52.48017,13.42956,Entire home/apt,,1.0,2,False,2.0,100%,4.75,4.83,12,0.12,92,0,False,False,12.0,15.0,Neuköllner Mitte/Zentrum,93.0,False
2940,201.0,Tempelhofer Vorstadt,52.48901098903045,13.422006186438749,Entire home/apt,2.0,1.0,7,False,2.0,100%,4.6,4.6,241,2.36,1,327,True,False,12.0,30.0,Tempelhofer Vorstadt,97.5,True
2941,54.0,Biesdorf,52.52909,13.55272,Private room,1.0,1.0,2,True,2.0,100%,4.96,4.99,341,3.31,2,64,False,False,9.0,31.0,Biesdorf,79.5,False
2942,,Moabit West,52.52575,13.33641,Private room,,1.0,2,False,1.0,,,,0,,92,0,False,True,9.0,7.0,Moabit West,92.0,False
2943,,Rixdorf,52.47884,13.4395,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,0,False,False,11.0,7.0,Rixdorf,88.5,False
2944,306.0,Prenzlauer Berg Ost,52.52309,13.45869,Entire home/apt,3.0,1.0,5,False,1.0,100%,4.73,4.69,143,1.39,2,7,False,False,8.0,46.0,Prenzlauer Berg Ost,116.0,True
2945,,Rixdorf,52.47635,13.45024,Private room,,1.0,2,False,2.0,,4.92,5.0,13,0.13,2,0,False,True,9.0,23.0,Rixdorf,88.5,False
2946,75.0,Buchholz,52.60302,13.43274,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.84,4.99,196,1.94,2,38,True,False,8.0,23.0,Buchholz,79.0,False
2947,,Frankfurter Allee Süd FK,52.51483,13.46016,Private room,,1.0,2,False,1.0,,5.0,5.0,2,0.02,92,0,False,False,8.0,6.0,Frankfurter Allee Süd FK,108.0,False
2948,,Tempelhofer Vorstadt,52.49121,13.41093,Entire home/apt,2.0,1.0,6,False,1.0,50%,5.0,5.0,1,0.08,10,0,False,False,12.0,14.0,Tempelhofer Vorstadt,97.5,False
2949,216.0,nördliche Luisenstadt,52.50223,13.4374,Entire home/apt,2.0,2.0,5,True,3.0,100%,4.79,4.68,220,2.14,3,156,False,False,10.0,43.0,Nördliche Luisenstadt,97.0,True
2950,,Brunnenstr. Süd,52.53454,13.39681,Entire home/apt,1.0,1.0,1,False,1.0,,,,0,,92,0,False,False,8.0,7.0,Brunnenstraße Süd,145.5,False
2951,70.0,Halensee,52.49896,13.29961,Entire home/apt,1.0,1.0,2,True,1.0,100%,4.93,4.97,491,4.8,2,176,False,False,8.0,35.0,Halensee,84.0,False
2952,71.0,Friedrichshagen,52.45406,13.62377,Private room,1.0,2.0,2,False,1.0,100%,4.97,4.85,95,0.94,2,248,False,True,11.0,31.0,Friedrichshagen,128.0,False
2953,,Rixdorf,52.48029,13.44382,Private room,,1.5,2,False,1.0,,4.8,4.6,5,0.05,92,0,False,False,12.0,6.0,Rixdorf,88.5,False
2954,189.0,Drakestr.,52.42667007446289,13.280202865600586,Entire home/apt,4.0,2.0,5,False,1.0,100%,4.92,4.58,12,0.12,7,59,False,False,12.0,83.0,Drakestraße,95.0,True
2955,,Frankfurter Allee Nord,52.5266,13.45243,Entire home/apt,,1.0,2,False,1.0,,4.7,4.6,10,0.1,92,0,False,False,8.0,9.0,Frankfurter Allee Nord,104.5,False
2956,,Reuterstraße,52.48619,13.42856,Private room,,1.0,2,False,1.0,,,,0,,92,0,False,True,10.0,6.0,Reuterstraße,90.0,False
2957,67.0,Rixdorf,52.47451,13.44714,Private room,1.0,1.0,3,True,1.0,100%,4.84,4.8,240,2.36,3,298,True,True,8.0,44.0,Rixdorf,88.5,False
2958,,Friedenau,52.46779,13.34186,Private room,,1.0,1,False,,,4.8,4.8,5,0.05,92,0,True,False,,6.0,Friedenau Ost,110.0,False
2959,,Alexanderplatz,52.51515,13.42489,Private room,,1.0,2,False,1.0,,4.53,3.87,15,0.15,92,0,False,True,8.0,10.0,Alexanderplatz,142.0,False
2960,44.0,Schloß Charlottenburg,52.51749,13.29475,Private room,1.0,2.0,2,False,17.0,,4.44,4.33,505,4.93,1,351,True,True,8.0,23.0,Schloss Charlottenburg,66.0,False
2961,,Schöneberg-Süd,52.48325,13.3533,Entire home/apt,1.0,1.0,2,False,1.0,,4.33,4.67,6,0.06,92,0,True,False,12.0,18.0,Schöneberg Südost,103.0,False
2962,60.0,Friedenau,52.4741,13.34316,Entire home/apt,1.0,1.0,2,True,1.0,100%,4.95,4.98,245,2.4,2,28,False,False,9.0,40.0,Friedenau Ost,110.0,False
2963,63.0,Halensee,52.49724,13.29368,Private room,1.0,1.0,2,True,1.0,100%,4.82,4.94,118,1.16,3,160,False,False,10.0,43.0,Halensee,84.0,False
2964,,Rixdorf,52.47103,13.44475,Private room,,1.0,2,False,1.0,,4.57,4.86,7,0.07,92,0,True,False,8.0,5.0,Rixdorf,88.5,False
2965,,Frankfurter Allee Nord,52.51753,13.464,Private room,2.0,1.0,1,False,1.0,,5.0,5.0,1,0.01,92,0,False,True,11.0,6.0,Frankfurter Allee Nord,104.5,False
2966,61.0,Otto-Suhr-Allee,52.5183,13.31443,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.64,4.68,50,0.49,92,97,False,False,8.0,25.0,Otto-Suhr-Allee/Kantstraße,104.0,False
2967,89.0,Tempelhof,52.45772,13.37813,Entire home/apt,1.0,1.0,2,True,51.0,98%,4.55,4.4,11,0.11,29,158,False,False,12.0,26.0,Tempelhof Nord,101.5,False
2968,,Ost 2,52.57681,13.35522,Entire home/apt,2.0,1.0,3,False,1.0,,4.79,4.74,19,0.18,1000,363,False,False,8.0,16.0,Ost 2 - Alt-Reinickendorf,52.0,False
2969,,Tiergarten Süd,52.50465,13.34896,Private room,,1.0,1,False,1.0,,,,0,,92,0,False,False,8.0,11.0,Tiergarten Süd,139.0,False
2970,,Karlshorst,52.48283,13.52116,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,4.92,13,0.13,92,0,False,False,8.0,16.0,Karlshorst,135.0,False
2971,,Reuterstraße,52.4872,13.42881,Private room,,1.0,2,False,2.0,,5.0,4.73,11,0.11,92,0,False,True,12.0,11.0,Reuterstraße,90.0,False
2972,,Frankfurter Allee Süd FK,52.51059,13.45782,Entire home/apt,1.0,1.0,2,False,1.0,,4.83,4.52,23,0.23,92,0,False,False,8.0,28.0,Frankfurter Allee Süd FK,108.0,False
2973,118.0,nördliche Luisenstadt,52.50095,13.41611,Entire home/apt,1.0,1.0,4,False,10.0,93%,4.76,4.76,282,2.74,2,51,False,False,14.0,20.0,Nördliche Luisenstadt,97.0,True
2974,,Müggelheim,52.41673,13.67775,Private room,2.0,1.0,2,False,1.0,,,,0,,92,0,False,False,8.0,7.0,Müggelheim,136.0,False
2975,,Alt-Lichtenberg,52.51563,13.49562,Private room,,1.0,3,False,1.0,,4.75,4.75,4,0.04,92,0,False,False,8.0,10.0,Alt-Lichtenberg,109.5,False
2976,,Alt  Treptow,52.49069,13.44489,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,4.7,10,0.1,92,267,True,False,10.0,6.0,Alt-Treptow,94.0,False
2977,,Karl-Marx-Allee-Nord,52.51866,13.43159,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,7,0.07,92,0,False,False,13.0,23.0,Karl-Marx-Allee Nord,102.0,False
2978,,Friedenau,52.46993,13.34266,Private room,,1.0,1,False,1.0,,5.0,5.0,3,0.03,92,0,False,False,9.0,9.0,Friedenau Ost,110.0,False
2979,,Tempelhofer Vorstadt,52.50098,13.37271,Entire home/apt,1.0,1.5,2,False,1.0,,4.97,5.0,30,0.3,3,0,False,False,12.0,35.0,Tempelhofer Vorstadt,97.5,False
2980,,Friedrichsfelde Nord,52.51275,13.50214,Private room,,1.0,1,False,1.0,,4.6,5.0,5,0.05,92,0,False,False,10.0,7.0,Friedrichsfelde Nord,110.0,False
2981,119.0,Schillerpromenade,52.46985,13.42322,Entire home/apt,1.0,1.0,4,True,1.0,100%,4.98,4.94,106,2.3,3,124,True,False,13.0,40.0,Schillerpromenade,98.5,True
